Article_URL,Article_Title,Article_Author,Journal_Name,Journal_ISSN,Journal_eISSN,Article_Issue,Article_Pages,Article_Date,Article_DOI,Article_CitedBy,Article_Type,Article_OA,Article_Author_University,Article_Author_City,Article_Author_Country,Article_Volume
https://api.elsevier.com/content/abstract/scopus_id/85052013820,Metalinguistic knowledge/awareness/ability in cognitive translation studies: Some questions,Halverson S.L.,Hermes (Denmark),9041699,19031785,,28-Nov,6/11/2018,10.7146/hjlcb.v0i57.106191,2,Conference Paper,TRUE,Western Norway University of Applied Sciences,Bergen,Norway,57
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85052013316,Translating terminology in business annual reports (English-Arabic),Al Obaidani K.S.,Hermes (Denmark),9041699,19031785,,161-173,6/11/2018,10.7146/hjlcb.v0i57.106204,0,Conference Paper,TRUE,Ministry of Foreign Affairs,Muscat,Oman,57
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85050739155,Introduction to the thematic section: Expertise and behaviour: Aspects of cognitive translation studies,Klimant P.,Hermes (Denmark),9041699,19031785,,9-Jul,6/11/2018,10.7146/hjlcb.v0i57.106190,0,Editorial,TRUE,Karl-Franzens-Universitat Graz,Graz,Austria,57
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85064613319,Symmetrical and asymmetrical communication in legal blogs: Between epistemic and deontic modality,Pontrandolfo G.,Hermes (Denmark),9041699,19031785,58,193-209,1/1/2018,10.7146/hjlcb.v0i58.111684,0,Article,TRUE,Università degli Studi di Trieste,Trieste,Italy,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063068388,Through women’s eyes. Conference interpreters’ self-perceived status in a gendered perspective,Gentile P.,Hermes (Denmark),9041699,19031785,58,19-42,1/1/2018,10.7146/hjlcb.v0i58.111658,0,Review,TRUE,KU Leuven,3000 Leuven,Belgium,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063065582,Connective action for global fairness: Building social imaginaries,Yepez-Reyes V.,Hermes (Denmark),9041699,19031785,58,215-230,1/1/2018,10.7146/hjlcb.v0i58.111686,0,Article,TRUE,Pontificia Universidad Catolica del Ecuador,Quito,Ecuador,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063063317,Translator profile in the discourse around translation: Promotion and reception of the English translations of the fiction of Bruno Schulz,Ziemann Z.,Hermes (Denmark),9041699,19031785,58,139-155,1/1/2018,10.7146/hjlcb.v0i58.111682,0,Article,TRUE,Uniwersytet Jagielloński w Krakowie,Krakow,Poland,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063057088,Terms in popular science communication: The case of TV documentaries,Jaki S.,Hermes (Denmark),9041699,19031785,58,257-272,1/1/2018,10.7146/hjlcb.v0i58.111689,0,Article,TRUE,Universität Hildesheim,Hildesheim,Germany,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063055877,Culturally marked translation units: A dynamic classificatory proposal for translation purposes,García I.,Hermes (Denmark),9041699,19031785,58,193-213,1/1/2018,10.7146/hjlcb.v0i58.111685,0,Article,TRUE,Universidad Pablo de Olavide,Sevilla,Spain,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063051847,Regarding symbolic capital: Poetry translators from modern Greek into English,Georgiou N.,Hermes (Denmark),9041699,19031785,58,99-115,1/1/2018,10.7146/hjlcb.v0i58.111676,0,Article,TRUE,University of Surrey,Guildford,United Kingdom,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063046734,Negotiating the boundaries of professional subtitling. The case of Finnish subtitlers and their online community,Tuominen T.,Hermes (Denmark),9041699,19031785,58,83-97,1/1/2018,10.7146/hjlcb.v0i58.111674,0,Article,TRUE,University of Glasgow,Glasgow,United Kingdom,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063044421,"Boundaries around, boundaries within: Introduction to the thematic section on the translation profession, translator status and identity",Svahn E.,Hermes (Denmark),9041699,19031785,58,17-Jul,1/1/2018,10.7146/hjlcb.v0i58.111655,0,Review,TRUE,Stockholms universitet,Stockholm,Sweden,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063038333,Solidity and professionalization of translation: Turkey as a case in point,Yılmaz-Gümüş V.,Hermes (Denmark),9041699,19031785,58,43-63,1/1/2018,10.7146/hjlcb.v0i58.111673,0,Article,TRUE,Anadolu Üniversitesi,Eskisehir,Turkey,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063037330,Is Electronic Access to Medical Records an Empowering and Patient-centered Initiative? – A Qualitative Contextual and Linguistic Analysis of Danish Electronic Record,Hansen M.,Hermes (Denmark),9041699,19031785,58,157-173,1/1/2018,10.7146/hjlcb.v0i58.111683,0,Article,TRUE,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063028650,Clash of Cultural Concepts? A case study on academic writing about „culture in the BA-Studies Transcultural Communication,Dengscherz S.,Hermes (Denmark),9041699,19031785,58,231-256,1/1/2018,10.7146/hjlcb.v0i58.111688,0,Review,TRUE,Universitat Wien,Vienna,Austria,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85057342178,When the translator does more than translate: A case study of translator roles in a digital publishing initiative,Marin-Lacarta M.,Hermes (Denmark),9041699,19031785,58,117-137,1/1/2018,10.7146/hjlcb.v0i58.111678,1,Article,TRUE,Hong Kong Baptist University,null,Hong Kong,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85090459999,Translation theory and professional practice: A global survey of the great divide,Katan D.,Hermes (Denmark),9041699,19031785,42,111-154,1/1/2017,10.7146/HJLCB.V22I42.96849,46,Article,TRUE,Universita del Salento,Lecce,Italy,22
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033501823,Irritating CAT tool features that matter to translators,O'Brien S.,Hermes (Denmark),9041699,19031785,56,145-162,1/1/2017,10.7146/hjlcb.v0i56.97229,11,Article,TRUE,Dublin City University,Dublin,Ireland,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033497482,Mapping translation technology research in translation studies. an introduction to the thematic section,Christensen T.,Hermes (Denmark),9041699,19031785,56,20-Jul,1/1/2017,10.7146/hjlcb.v0i56.97199,1,Review,TRUE,Aarhus Universitet,Aarhus,Denmark,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033489571,Why translation is diffcult: A corpus-based study of non-literality in post-editing and from-scratch translation,Carl M.,Hermes (Denmark),9041699,19031785,56,43-57,1/1/2017,10.7146/hjlcb.v0i56.97201,4,Article,TRUE,Renmin University of China,Beijing,China,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033480113,Media choice in multicultural business interactions,Varhelahti M.,Hermes (Denmark),9041699,19031785,56,163-180,1/1/2017,10.7146/hjlcb.v0i56.97230,0,Article,TRUE,Turun ammattikorkeakoulu,Turku,Finland,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033477469,Mental imagery in translation processes,De León C.M.,Hermes (Denmark),9041699,19031785,56,201-220,1/1/2017,10.7146/hjlcb.v0i56.97232,1,Article,TRUE,Universidad de Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Spain,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033474906,Translator attitudes towards translator-computer interaction - Findings from a workplace study,Bundgaard K.,Hermes (Denmark),9041699,19031785,56,125-144,1/1/2017,10.7146/hjlcb.v0i56.97228,3,Article,TRUE,Aalborg Universitet,Aalborg,Denmark,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033468704,What do professional translators do when post-editing for the first time? first insight into the Spanish-basque language pair,Aranberri N.,Hermes (Denmark),9041699,19031785,56,89-110,1/1/2017,10.7146/hjlcb.v0i56.97207,1,Article,TRUE,Ixa Group,Donostia-San Sebastian,Spain,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033468289,Productivity and lexical pragmatic features in a contemporary CAT environment: An exploratory study in english to Japanese,Moorkens J.,Hermes (Denmark),9041699,19031785,56,111-123,1/1/2017,10.7146/hjlcb.v0i56.97224,0,Article,TRUE,Dublin City University,Dublin,Ireland,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033466836,Translating in the cloud age: Online marketplaces,Garcia I.,Hermes (Denmark),9041699,19031785,56,59-70,1/1/2017,10.7146/hjlcb.v0i56.97202,1,Article,TRUE,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033463114,On the complementarity between human translators and machine translation,Lumeras M.,Hermes (Denmark),9041699,19031785,56,21-42,1/1/2017,10.7146/hjlcb.v0i56.97200,4,Article,TRUE,World Intellectual Property Organization,Geneva,Switzerland,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033457669,DIY in the DNA<sup>1</sup>: Macro context and national myth as enduring advertising discourse,Desmarais F.,Hermes (Denmark),9041699,19031785,56,181-200,1/1/2017,10.7146/hjlcb.v0i56.97231,0,Article,TRUE,University of Waikato,Hamilton,New Zealand,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85033452336,Translators' use of digital resources during translation,Hvelplund K.T.,Hermes (Denmark),9041699,19031785,56,71-87,1/1/2017,10.7146/hjlcb.v0i56.97205,11,Article,TRUE,Københavns Universitet,Copenhagen,Denmark,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85088411136,"The use of anglicisms in Spanish television commercials of cosmetics, hygiene and personal care products",Rodríguez-Medina M.J.,Hermes (Denmark),9041699,19031785,55,157-169,1/1/2016,10.7146/hjlcb.v0i55.24308,0,Article,TRUE,Universidad de Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Spain,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85088059910,"Multimodality, synaesthesia and intersemiotic translation",Maier C.D.,Hermes (Denmark),9041699,19031785,55,9-Jul,1/1/2016,10.7146/hjlcb.v0i55.24306,0,Review,FALSE,Aarhus Universitet,Aarhus,Denmark,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994792011,"The ""face with tears of joy"" Emoji. A socio-semiotic and multimodal insight into a Japan-America Mash-Up",Moschini I.,Hermes (Denmark),9041699,19031785,55,25-Nov,1/1/2016,10.7146/hjlcb.v0i55.24286,13,Article,TRUE,Università degli Studi di Firenze,Florence,Italy,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994784100,Individual and collaborative semiotic work in document design,Hiippala T.,Hermes (Denmark),9041699,19031785,55,45-59,1/1/2016,10.7146/hjlcb.v0i55.24288,2,Article,TRUE,University of Jyvaskyla,Jyvaskyla,Finland,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994765443,A social semiotic theory of synesthesia? - A discussion paper,Van Leeuwen T.,Hermes (Denmark),9041699,19031785,55,105-119,1/1/2016,10.7146/hjlcb.v0i55.24292,4,Article,TRUE,Syddansk Universitet,Odense,Denmark,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994765063,Translation Revision: Correlating revision procedure and error detection,Helene Ipsen A.,Hermes (Denmark),9041699,19031785,55,143-156,1/1/2016,,6,Article,FALSE,Aarhus Universitet,Aarhus,Denmark,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994764988,Enigma: Aspects of multimodal inter-semiotic translation,Cross J.L.,Hermes (Denmark),9041699,19031785,55,91-103,1/1/2016,10.7146/hjlcb.v0i55.24290,0,Article,FALSE,University of Wollongong,Wollongong,Australia,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994764958,"Technique, langue, traduction. Il y a sertissage et sertissage",Lerat P.,Hermes (Denmark),9041699,19031785,55,193-203,1/1/2016,10.7146/hjlcb.v0i55.24297,0,Article,TRUE,Université Sorbonne Paris Nord,Villetaneuse,France,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994761145,Semiotic shortcuts: The graphical abstract strategies of engineering students,Guinda C.S.,Hermes (Denmark),9041699,19031785,55,61-90,1/1/2016,10.7146/hjlcb.v0i55.24289,1,Article,TRUE,Universidad Politécnica de Madrid,Madrid,Spain,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994742907,"The use of anglicisms in Spanish television commercials of cosmetics, hygiene and personal care products",Rodríguez-Medina M.J.,Hermes (Denmark),9041699,19031785,55,157-169,1/1/2016,10.7146/HJLCB.V0I55.24295,1,Article,FALSE,Universidad de Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Spain,2016-January
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994721684,Implicitation in legal translation - a study of Spanish-Danish translation of judgments,Vesterager A.,Hermes (Denmark),9041699,19031785,55,205-219,1/1/2016,10.7146/hjlcb.v0i55.24298,0,Article,TRUE,Aarhus Universitet,Aarhus,Denmark,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994713382,Krugman vs Garicano: Individual and cultural differences in the rhetoric of two economic op-ed writers,Llopis M.Á.O.,Hermes (Denmark),9041699,19031785,55,121-141,1/1/2016,10.7146/hjlcb.v0i55.24293,0,Article,TRUE,Universidad de Murcia,Murcia,Spain,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994711598,"Multimodality, synaesthesia and intersemiotic translation",Maier C.D.,Hermes (Denmark),9041699,19031785,55,9-Jul,1/1/2016,10.7146/HJLCB.V0I55.24328,0,Article,FALSE,Aarhus Universitet,Aarhus,Denmark,2016-January
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994700557,The need for a note-taking technique in consecutive interpretation: An experiment,Campos P.P.,Hermes (Denmark),9041699,19031785,55,171-192,1/1/2016,10.7146/hjlcb.v0i55.24296,0,Article,FALSE,Universidad de la Laguna,San Cristobal de La Laguna,Spain,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994692102,"""the semantics of migration"". Translation as Transduction: Remaking meanings across modes",Sindoni M.G.,Hermes (Denmark),9041699,19031785,55,27-44,1/1/2016,10.7146/hjlcb.v0i55.24287,1,Article,TRUE,Università degli Studi di Messina,Messina,Italy,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85014579128,The reconceptualization of academic discourse as a professional practice in the digital age: A critical genre analysis of TED Talks,Compagnone A.,Hermes (Denmark),9041699,19031785,54,49-69,1/1/2015,10.7146/hjlcb.v27i54.22947,4,Article,TRUE,Università degli Studi di Napoli Federico II,Naples,Italy,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85014578640,Proposals for the writing of peer reviews in lexicography,Bergenholtz H.,Hermes (Denmark),9041699,19031785,54,107-114,1/1/2015,10.7146/hjlcb.v27i54.22950,1,Review,TRUE,Aarhus Universitet,Aarhus,Denmark,
,,,,,,,,,,,,,,,,
