Article_URL,Article_Title,Article_Author,Journal_Name,Journal_ISSN,Journal_eISSN,Article_Volume,Article_Issue,Article_Pages,Article_Date,Article_DOI,Article_CitedBy,Article_Author_University,Article_Author_City,Article_Author_Country,Article_Type,Article_OA
https://api.elsevier.com/content/abstract/scopus_id/85068224876,Identity and Difference in Aelius Aristides’ “Regarding Sarapis”,Atwill J.M.,Advances in the History of Rhetoric,15362426,19360835,22,2,179-193,5/4/2019,10.1080/15362426.2019.1618056,1,University of Tennessee,Chattanooga,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068224593,Hu Shi’s Model of Rhetorical Pragmatic Argumentation,Butterfield R.,Advances in the History of Rhetoric,15362426,19360835,22,2,139-152,5/4/2019,10.1080/15362426.2019.1618053,0,Nicholls State University,Thibodaux,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068221532,Understanding Turkish Rhetoric in the Intertextuality of Two Seminal Texts: The Orkhon Inscriptions and Atatürk’s Nutuk,Guler E.,Advances in the History of Rhetoric,15362426,19360835,22,2,194-207,5/4/2019,10.1080/15362426.2019.1618057,0,Longwood University,Farmville,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068221434,Rhetorical Imitation and Civic Diversity,Terrill R.E.,Advances in the History of Rhetoric,15362426,19360835,22,2,167-178,5/4/2019,10.1080/15362426.2019.1618055,0,Indiana University Bloomington,Bloomington,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068221006,"“Go Home, Purūravas”: Heterodox Rhetoric of a Late Rigvedic Dialogue Hymn",Thornton E.,Advances in the History of Rhetoric,15362426,19360835,22,2,208-222,5/4/2019,10.1080/15362426.2019.1618059,0,"University of California, Los Angeles",Los Angeles,United States,Article,FALSE
,,,,,,,,,,,,West Los Angeles College,Los Angeles,United States,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068209866,"Contestation of Rhetoric within the Chinese Tradition: An Overview of Confucian Moralistic Rhetoric, Daoist Transcendental Rhetoric, and Mohist Utilitarian Rhetoric",Lu X.,Advances in the History of Rhetoric,15362426,19360835,22,2,125-138,5/4/2019,10.1080/15362426.2019.1618052,0,DePaul University,Chicago,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85062411256,Dialoging with Bigger Thomas: A Reception History of Richard Wright’s Native Son,McCann B.J.,Advances in the History of Rhetoric,15362426,19360835,22,1,92-114,1/2/2019,10.1080/15362426.2019.1569422,0,Louisiana State University,Baton Rouge,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85062400980,Foiling Kamesian Belletristic Theory in Mid-Eighteenth-Century Scotland,Innocenti B.,Advances in the History of Rhetoric,15362426,19360835,22,1,51-72,1/2/2019,10.1080/15362426.2019.1569416,0,Kansas University,Lawrence,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85062395743,Isocrates’ Panphilosophicus: Reading the Panathenaicus as a Rapprochement with Academic Philosophy,Jasso J.J.,Advances in the History of Rhetoric,15362426,19360835,22,1,27-50,1/2/2019,10.1080/15362426.2019.1569414,0,Ave Maria University,Ave Maria,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85062387514,Rhetorical Silence and Republican Virtue in Early-American Public Discourse: The Case of James Madison’s “Notes on the Federal Convention”,Stillion Southard B.F.,Advances in the History of Rhetoric,15362426,19360835,22,1,73-91,1/2/2019,10.1080/15362426.2019.1569420,0,University of Georgia,Athens,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85062385476,"The Fourth Master Trope, Antithesis",Harris R.,Advances in the History of Rhetoric,15362426,19360835,22,1,26-Jan,1/2/2019,10.1080/15362426.2019.1569412,0,University of Waterloo,Waterloo,Canada,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85057046263,Building and Being a Community Control,Pham V.,Advances in the History of Rhetoric,15362426,19360835,21,3,323-325,9/2/2018,10.1080/15362426.2018.1531666,0,Willamette University,Salem,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85057040876,The Pluralistic Style and the Demands of Intercultural Rhetoric: Swami Vivekananda at the World’s Parliament of Religions,Stroud S.,Advances in the History of Rhetoric,15362426,19360835,21,3,247-270,9/2/2018,10.1080/15362426.2018.1526545,0,The University of Texas at Austin,Austin,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85057017458,The Impulse to Rhetoric in India: Rhetorical and Deliberative Practices and Their Relation to the Histories of Rhetoric and Democracy,Lloyd K.,Advances in the History of Rhetoric,15362426,19360835,21,3,223-246,9/2/2018,10.1080/15362426.2018.1526544,0,Kent State University,Kent,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85057015243,Bloody Rhetoric and Civic Unrest: Rhetorical Aims of Human Blood Splashing in the 2010 Thai Political Revolt,Adsanatham C.,Advances in the History of Rhetoric,15362426,19360835,21,3,271-292,9/2/2018,10.1080/15362426.2018.1526546,0,Thammasat University,Pathum Thani,Thailand,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056998031,African-American Rhetorical Education and Epistolary Relations at the Holley School (1868–1917),VanHaitsma P.,Advances in the History of Rhetoric,15362426,19360835,21,3,293-313,9/2/2018,10.1080/15362426.2018.1526547,0,Pennsylvania State University,University Park,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056996863,Decolonial Rhetoric and a Future Yet-to-Become: A Loving Response,Wanzer-Serrano D.,Advances in the History of Rhetoric,15362426,19360835,21,3,326-330,9/2/2018,10.1080/15362426.2018.1526551,1,University of Iowa,Iowa City,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056987166,Advancing a Decolonial Rhetoric,Flores L.,Advances in the History of Rhetoric,15362426,19360835,21,3,320-322,9/2/2018,10.1080/15362426.2018.1526550,0,University of Colorado Boulder,Boulder,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048894532,The Econo-Rhetorical Presidency and the U.S. Fiscal Situation,Saas W.O.,Advances in the History of Rhetoric,15362426,19360835,21,2,131-146,5/4/2018,10.1080/15362426.2018.1474046,1,Louisiana State University,Baton Rouge,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048891711,"Energeia, Kinesis, and the Neoliberal Rhetoric of Strategic Default",Colombini C.,Advances in the History of Rhetoric,15362426,19360835,21,2,178-193,5/4/2018,10.1080/15362426.2018.1474050,0,The University of Texas at San Antonio,San Antonio,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048880789,"Rhetoric and Economics, Analysis and History",Longaker M.,Advances in the History of Rhetoric,15362426,19360835,21,2,108-114,5/4/2018,10.1080/15362426.2018.1474042,0,The University of Texas at Austin,Austin,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048878938,"From “Incentive Furie” to “Incentives to Efficiency,” or the Movement of “Incentive” in Neoclassical Thought",McDonald R.,Advances in the History of Rhetoric,15362426,19360835,21,2,115-130,5/4/2018,10.1080/15362426.2018.1474045,0,University of Kansas,Carolina,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048870408,Neither Pistols nor Sugar-Plumbs: The Rhetoric of Finance and the 1720 Bubbles,Herring W.,Advances in the History of Rhetoric,15362426,19360835,21,2,147-162,5/4/2018,10.1080/15362426.2018.1474047,0,University of Colorado at Denver,Denver,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048869349,"Trumponomics, Neoliberal Branding, and the Rhetorical Circulation of Affect",Chaput C.,Advances in the History of Rhetoric,15362426,19360835,21,2,194-209,5/4/2018,10.1080/15362426.2018.1474051,2,"University of Nevada, Reno",Reno,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048865705,Beyond the Dialectic Between Wall Street and Main Street: A Materialist Analysis of The Big Short,Hanan J.,Advances in the History of Rhetoric,15362426,19360835,21,2,163-177,5/4/2018,10.1080/15362426.2018.1474048,0,University of Denver,Denver,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048855090,Editor’s Note,Walzer A.,Advances in the History of Rhetoric,15362426,19360835,21,2,107,5/4/2018,10.1080/15362426.2018.1474043,0,Advances in the History of Rhetoric,null,United States,Editorial,TRUE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85043994382,Situating Deliberative Rhetoric in Ancient Greece: The Bouleutêrion as a Venue for Oratorical Performance,Johnstone C.L.,Advances in the History of Rhetoric,15362426,19360835,21,1,Feb-88,1/2/2018,10.1080/15362426.2018.1419744,0,Pennsylvania State University,University Park,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85043994160,Facing the Challenges of Reconstructing Ancient Buildings,O’Connell P.,Advances in the History of Rhetoric,15362426,19360835,21,1,89-96,1/2/2018,10.1080/15362426.2018.1419745,0,University of Georgia,Athens,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85043994048,A Distinctly Rhetorical Space; Eusynoptos and the Greek Council-House,Fredal J.,Advances in the History of Rhetoric,15362426,19360835,21,1,97-103,1/2/2018,10.1080/15362426.2018.1419746,0,The Ohio State University,Columbus,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85043993639,Editor’s Note,Walzer A.E.,Advances in the History of Rhetoric,15362426,19360835,21,1,1,1/2/2018,10.1080/15362426.2018.1419742,0,University of Minnesota Twin Cities,Minneapolis,United States,Editorial,TRUE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85038010174,The Iconoclastic Imagination and the Meaning of Rhetorical Criticism,Barney T.,Advances in the History of Rhetoric,15362426,19360835,20,3,325-327,9/2/2017,10.1080/15362426.2017.1385251,0,University of Richmond,Richmond,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85038010098,"The Rhetorical Education of William Jennings Bryan: Isocrates, Character, and Imitation",Oldenburg C.,Advances in the History of Rhetoric,15362426,19360835,20,3,302-319,9/2/2017,10.1080/15362426.2017.1371654,0,Illinois College,Jacksonville,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85038009762,"Enargeia, Persuasion, and the Vividness Effect in Athenian Forensic Oratory",O’Connell P.,Advances in the History of Rhetoric,15362426,19360835,20,3,225-251,9/2/2017,10.1080/15362426.2017.1384766,2,University of Georgia,Athens,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85038008558,Editor’s Note,Walzer A.,Advances in the History of Rhetoric,15362426,19360835,20,3,320,9/2/2017,10.1080/15362426.2017.1385245,0,,,,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85037998003,Author Response,O’Gorman N.,Advances in the History of Rhetoric,15362426,19360835,20,3,331-333,9/2/2017,10.1080/15362426.2017.1385258,0,University of Illinois at Urbana-Champaign,Urbana,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85037991526,Aristotle’s Rhetorical Energeia: An Extended Note,Westin M.,Advances in the History of Rhetoric,15362426,19360835,20,3,252-261,9/2/2017,10.1080/15362426.2017.1384769,1,California College of the Arts,San Francisco,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85037987528,Passing Rhetoric’s Kaleidoscope,Eberly R.A.,Advances in the History of Rhetoric,15362426,19360835,20,3,328-330,9/2/2017,10.1080/15362426.2017.1385254,0,Pennsylvania State University,University Park,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85037986603,Making Visual Rhetoric More Difficult,Atkinson N.,Advances in the History of Rhetoric,15362426,19360835,20,3,321-324,9/2/2017,10.1080/15362426.2017.1385247,0,,,,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85037984187,Legal Rhetoric and the Ambiguous Shape of the King’s Two Bodies in Calvin’s Case (1608),Franz M.,Advances in the History of Rhetoric,15362426,19360835,20,3,262-284,9/2/2017,10.1080/15362426.2017.1384768,0,The University of North Carolina System,Chapel Hill,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85037973363,Rhetorical Accretion and Rhetorical Criticism in William Hazlitt’s Eloquence of the British Senate,Homar K.,Advances in the History of Rhetoric,15362426,19360835,20,3,285-301,9/2/2017,10.1080/15362426.2017.1384767,0,Georgia Institute of Technology,Atlanta,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021453963,Editor’s Note,Walzer A.E.,Advances in the History of Rhetoric,15362426,19360835,20,2,117,5/4/2017,10.1080/15362426.2017.1327273,0,University of Minnesota Twin Cities,Minneapolis,United States,Editorial,TRUE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021438453,Reading Augustan Rome: Materiality as Rhetoric In Situ,Favro D.,Advances in the History of Rhetoric,15362426,19360835,20,2,180-195,5/4/2017,10.1080/15362426.2017.1326325,0,"University of California, Los Angeles",Los Angeles,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021437767,Loss and Lived Memory at the Moore’s Ford Lynching Reenactment,Eatman M.,Advances in the History of Rhetoric,15362426,19360835,20,2,153-166,5/4/2017,10.1080/15362426.2017.1325411,0,Clemson University,Clemson,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021437681,Early Christian Rhetoric(s) In Situ,Geraths C.,Advances in the History of Rhetoric,15362426,19360835,20,2,209-220,5/4/2017,10.1080/15362426.2017.1325412,0,Pennsylvania State University,University Park,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021412599,Doing Rhetorical Studies In Situ: The Nomad Citizen in Jordan,Hayes H.,Advances in the History of Rhetoric,15362426,19360835,20,2,167-179,5/4/2017,10.1080/15362426.2017.1325415,2,Whitman College,Walla Walla,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021398518,Rhetoric In Situ,Lamp K.,Advances in the History of Rhetoric,15362426,19360835,20,2,118-120,5/4/2017,10.1080/15362426.2017.1337414,0,Arizona State University,Tempe,United States,Editorial,TRUE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021397982,"Remembering Emmett Till: Reflections on Geography, Race, and Memory",Tell D.,Advances in the History of Rhetoric,15362426,19360835,20,2,121-138,5/4/2017,10.1080/15362426.2017.1325414,2,University of Kansas,Lawrence,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021393792,Socrates Ex Situ,Kennerly M.,Advances in the History of Rhetoric,15362426,19360835,20,2,196-208,5/4/2017,10.1080/15362426.2017.1327278,1,Pennsylvania State University,University Park,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85021393756,Confederate Memory in Post-Confederate Atlanta—a Prolegomena,Adamczyk C.,Advances in the History of Rhetoric,15362426,19360835,20,2,139-152,5/4/2017,10.1080/15362426.2017.1325413,0,Rensselaer Polytechnic Institute,Troy,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011928308,Performing Prudence: Barack Obama’s Defense of NSA Surveillance Programs,Trifonov S.V.,Advances in the History of Rhetoric,15362426,19360835,20,1,28-46,1/2/2017,10.1080/15362426.2016.1271752,0,University of Minnesota Twin Cities,Minneapolis,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011915373,“Government Is an Instrument in Their Hands”: Jeanette Rankin on Progressive Technologies of Democracy,Koenig Richards C.,Advances in the History of Rhetoric,15362426,19360835,20,1,75-85,1/2/2017,10.1080/15362426.2017.1272349,0,Willamette University,Salem,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011887026,Democracy and Government: A Critical Edition of Jeannette Rankin’s 1917 Address at Carnegie Hall,Lewis T.,Advances in the History of Rhetoric,15362426,19360835,20,1,47-56,1/2/2017,10.1080/15362426.2016.1269137,2,Baruch College,New York,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011846043,State of the Scholarship in Classics on Ancient Roman Rhetoric,Kennerly M.,Advances in the History of Rhetoric,15362426,19360835,20,1,100-112,1/2/2017,10.1080/15362426.2016.1269302,0,Pennsylvania State University,University Park,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011841745,Jeannette Rankin’s Democratic Errand to Washington,Stob P.,Advances in the History of Rhetoric,15362426,19360835,20,1,86-98,1/2/2017,10.1080/15362426.2017.1272351,0,Vanderbilt University,Nashville,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011841578,The Enthymizing of Lysias,Fredal J.,Advances in the History of Rhetoric,15362426,19360835,20,1,27-Jan,1/2/2017,10.1080/15362426.2016.1271751,1,The Ohio State University,Columbus,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011835216,Note from the Editor,Walzer A.,Advances in the History of Rhetoric,15362426,19360835,20,1,99,1/2/2017,10.1080/15362426.2017.1272352,0,,,,Editorial,TRUE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011829525,"Jeannette Rankin, “Democracy and Government,” Carnegie Hall, New York, 2 March 1917",Lewis T.,Advances in the History of Rhetoric,15362426,19360835,20,1,57-74,1/2/2017,10.1080/15362426.2017.1272347,0,Baruch College,New York,United States,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994056210,Author Response: Reading Plato Rhetorically,Kastely J.,Advances in the History of Rhetoric,15362426,19360835,19,3,356-358,9/1/2016,10.1080/15362426.2016.1234156,0,University of Houston,Houston,United States,Note,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994050038,An Injustice of the Peace: An Historical Supplement to Kastely’s Rhetorical Interpretation of Plato’s Republic,Svoboda M.,Advances in the History of Rhetoric,15362426,19360835,19,3,352-355,9/1/2016,10.1080/15362426.2016.1234154,0,The George Washington University,"Washington, D.C.",United States,Note,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84994044900,A Reevaluation of Alcuin’s Disputatio de rhetorica et de virtutibus as Consular Persuasion: The Context of the Late Eighth Century Revisited,Ramsey S.,Advances in the History of Rhetoric,15362426,19360835,19,3,324-343,9/1/2016,10.1080/15362426.2016.1234159,0,Wenzhou-Kean University,Wenzhou,China,Article,FALSE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
