Article_URL,Article_Title,Article_Author,Journal_Name,Journal_ISSN,Journal_eISSN,Article_Volume,Article_Pages,Article_Date,Article_DOI,Article_CitedBy,Article_Author_University,Article_Author_City,Article_Author_Country,Article_Type,Article_OA,Article_Issue
https://api.elsevier.com/content/abstract/scopus_id/85085872746,The contacts of Martin Ludwig Rhesa with lithuanian song collectors working in the country,Citavičiute L.,Knygotyra,2042061,23450053,72,183-205,6/25/2019,10.15388/Knygotyra.2019.72.25,0,Lietuviu Literaturos Ir Tautosakos Instituto Tekstologijos Skyrius,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85085871473,Johannes Hevelius's selenographia manuscript in Vilnius,Ciceniene R.,Knygotyra,2042061,23450053,72,34-61,6/25/2019,10.15388/Knygotyra.2019.72.20,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85085868735,Lithuanian and lithuanistic publications released in Europe that appear in the press of USA lithuanians (until 1904),Misiunas R.,Knygotyra,2042061,23450053,72,206-232,6/25/2019,10.15388/Knygotyra.2019.72.26,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85079465518,On the time and place of the printing of Francysk Skaryna's little traveler's book,Lemeškin I.,Knygotyra,2042061,23450053,72,17-33,6/25/2019,10.15388/Knygotyra.2019.72.19,1,Prahos Karolio Universitetas,Prague,Czech Republic,Article,TRUE,
,,,,,,,,,,,Lietuvių kalbos institutas,Vilnius,Lithuania,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85079441325,The authorship guestion of the Yotvingian Book,Kregždys R.,Knygotyra,2042061,23450053,72,255-273,6/25/2019,10.15388/Knygotyra.2019.72.28,1,Lietuvos Kulturos Tyrimu Institutas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059285836,"German chronicle ""annaberger Annalen über Litauen und Deutsch-Litauische Beziehungen"" is a quarter of a century old",Hermann A.,Knygotyra,2042061,23450053,71,310-323,1/1/2018,10.15388/Knygotyra.2018.71.12,0,,,,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059284463,Detective story of one of Juozas Miltinis' library books,Mikelinskaite A.,Knygotyra,2042061,23450053,71,300-306,1/1/2018,10.15388/Knygotyra.2018.71.14,0,Paneve'io Apskrities Gabrieles Petkevičaites-Bites Vie'osios Bibliotekos,null,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059283623,The jewish museum in Vilnius: The first attempts to give meaning to traumatic experience and promote sustainable memory,Latvyte-Gustaitiene N.,Knygotyra,2042061,23450053,71,130-160,1/1/2018,10.15388/Knygotyra.2018.71.6,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059281687,Book scientist Nojus Feigelmanas (1918'2002),Mozuras D.,Knygotyra,2042061,23450053,71,236-274,1/1/2018,10.15388/Knygotyra.2018.71.10,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059281290,"Citations from Theodor Lepner's ""prūsu Lietuvis"" in Simonas Daukantas work ""būdas senoves lietuviu, Kalnenu IR Žemaičiu""",Bončkute R.,Knygotyra,2042061,23450053,71,161-196,1/1/2018,10.15388/Knygotyra.2018.71.7,1,Lietuviu Literaturos Ir Tautosakos Instituto Tekstologijos Skyrius,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,Klaipedos Universiteto Baltu Filologijos Katedra,null,Lithuania,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059278048,Lithuanian Bible by Martin Ludwig Rhesa (1816) as evidence of unity between Evangelical Lutheran and Moravian Churches,Strungyte-Liugiene I.,Knygotyra,2042061,23450053,71,197-209,1/1/2018,10.15388/Knygotyra.2018.71.8,1,Lietuvių kalbos institutas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059272932,Museum publishing in Estonia: Publications and process (2011-2015),Muldre A.,Knygotyra,2042061,23450053,71,31-56,1/1/2018,10.15388/Knygotyra.2018.71.2,0,Tallinn University,Tallinn,Estonia,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059272235,The publication of the books by Adam Honory Kirkor in the Lithuanian language during the period of Lithuanian press ban enforced by imperial Russia (1864-1904),Kaunas D.,Knygotyra,2042061,23450053,71,71-102,1/1/2018,10.15388/Knygotyra.2018.71.4,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059266736,Bibliotheca dispersa: The heritage of Nesvizh Radvila library in Lithuania,Račius V.,Knygotyra,2042061,23450053,71,307-309,1/1/2018,10.15388/Knygotyra.2018.71.15,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059257288,"The specificity of airport magazines as custom publishing press roles, functions and research tools",Gawroński S.,Knygotyra,2042061,23450053,71,57-70,1/1/2018,10.15388/Knygotyra.2018.71.3,0,University of Information Technology and Management in Rzesz'w,null,Poland,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059254386,From first to last: A few notes from sharp 2018 conference in Sydney,Gudinavičius A.,Knygotyra,2042061,23450053,71,324-326,1/1/2018,10.15388/Knygotyra.2018.71.16,0,Vilniaus universitetas,Vilnius,Lithuania,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059253652,Small and medi umsized book publishers in the contempory lithuanian book publishing landscape,Misiunas R.,Knygotyra,2042061,23450053,71,30-Jul,1/1/2018,10.15388/Knygotyra.2018.71.1,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059251005,Lithuanian first independence period book-binder Zigmas Malašauskas,Taukinaityte-Narbutiene R.,Knygotyra,2042061,23450053,71,275-291,1/1/2018,10.15388/Knygotyra.2018.71.11,0,Vilniaus Knygri'iu Gildija,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059249820,The book museum: Some problematic theoretical and historical aspects,Braziuniene A.,Knygotyra,2042061,23450053,71,103-129,1/1/2018,10.15388/Knygotyra.2018.71.5,0,Vilniaus universitetas,Vilnius,Lithuania,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85059248111,The paths of books of Latvian jews during World War II,Dreimane J.,Knygotyra,2042061,23450053,71,210-235,1/1/2018,10.15388/Knygotyra.2018.71.9,0,National Library of Latvia,Riga,Latvia,Review,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056902550,Rationalist hymnbooks in the Latvian early 19th century literature: An episode in the history of reading in Livonia and Courland1,Daija P.,Knygotyra,2042061,23450053,70,78-93,1/1/2018,10.15388/Knygotyra.2018.70.11809,0,University of Latvia,Riga,Latvia,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056899672,Issues related to diaspora libraries and reading in the periodicals of Lithuanian émigrés in the USA (till 1904),Misiunas R.,Knygotyra,2042061,23450053,70,94-124,1/1/2018,10.15388/Knygotyra.2018.70.11810,0,Vilniaus universitetas,Vilnius,Lithuania,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056891726,"120th birth anniversary of writer ieva simonaityte: Memory, heritage, and commuication",Kaunas D.,Knygotyra,2042061,23450053,70,219-261,1/1/2018,10.15388/Knygotyra.2018.70.11816,0,Vilniaus universitetas,Vilnius,Lithuania,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056883683,Transformation of digital legal deposit in terms of legislation and public access,Alexandrov G.,Knygotyra,2042061,23450053,70,136-153,1/1/2018,10.15388/Knygotyra.2018.70.11812,0,Sofia University St. Kliment Ohridski,Sofia,Bulgaria,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056881152,Measuring the reading of inscriptions on tombstones in the past: Theoretical approach,Tolkačevski K.,Knygotyra,2042061,23450053,70,125-135,1/1/2018,10.15388/Knygotyra.2018.70.11811,0,Vilniaus universitetas,Vilnius,Lithuania,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056872737,Reading books differently,Badulescu D.,Knygotyra,2042061,23450053,70,41-56,1/1/2018,10.15388/Knygotyra.2018.70.11807,0,Universitatea Alexandru Ioan Cuza,Iasi,Romania,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056863378,Rereading the English common reader: A preface to a history of audiences,Rose J.,Knygotyra,2042061,23450053,70,Nov-40,1/1/2018,10.15388/Knygotyra.2018.70.11806,0,Drew University,Madison,United States,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056856193,E-book publishing in Estonia: Publishers' perceptions and experiences,Möldre A.,Knygotyra,2042061,23450053,70,154-176,1/1/2018,10.15388/Knygotyra.2018.70.11813,1,Tallinn University,Tallinn,Estonia,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056841805,Spectroscopy for questioned documents'Examination: Case study of suprasl abbey's chancery,Žižiunas T.,Knygotyra,2042061,23450053,70,193-218,1/1/2018,10.15388/Knygotyra.2018.70.11815,0,Vilniaus universitetas,Vilnius,Lithuania,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056830927,Lithuanian publishing industry statistics: Present situation and perspectives,Bliudžiuviene N.,Knygotyra,2042061,23450053,70,177-192,1/1/2018,10.15388/Knygotyra.2018.70.11814,0,Lietuvos nacionalinės Martyno Mažvydo bibliotekos Informacijos mokslų departamentas,Vilnius,Lithuania,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056824664,Pratarme,Navickiene A.,Knygotyra,2042061,23450053,70,10-Jul,1/1/2018,10.15388/Knygotyra.2018.70.11805,0,,,,Editorial,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85056820364,Love of reading meets pisa assessments: Historical insights in the discourse on reading motivation,Mäkinen I.,Knygotyra,2042061,23450053,70,57-77,1/1/2018,10.15388/Knygotyra.2018.70.11808,1,Tampereen Yliopisto,Tampere,Finland,Conference Paper,TRUE,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85090815437,The impact of L2 and lexical and lexical-syntactic calques in translation. A case study,Tomović N.M.,Komunikacija i Kultura Online,,22174257,10,144-154,1/1/2019,10.18485/KKONLINE.2019.10.10.8,0,Univerzitet u Beogradu,null,Russian Federation,Review,TRUE,10
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85089693928,Ingroup identification and ingroup projection in fanfiction and star wars fans,Reysen S.,Komunikacija i Kultura Online,,22174257,10,88-103,1/1/2019,10.18485/KKONLINE.2019.10.10.5,0,Texas A&amp;M University-Commerce,Commerce,United States,Review,TRUE,10
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85089657679,Distribution of phrasal verbs in Serbian-Speaking EFL students' writing in English,Šućur S.R.,Komunikacija i Kultura Online,,22174257,10,120-143,1/1/2019,10.18485/KKONLINE.2019.10.10.7,0,,,,Article,TRUE,10
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85088399110,Lexical variation of the equivalents of Rome dialect vulgar expression mortacci in serbian translation of Pasolini's novel the street boys,Moderc S.G.,Komunikacija i Kultura Online,,22174257,10,38-51,1/1/2019,10.18485/KKONLINE.2019.10.10.3,0,Univerzitet u Beogradu,Belgrade,Serbia,Article,TRUE,10
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85088387498,Conversational discourse markers in teaching Spanish as a foreign language,Maričić Mesarović S.M.,Komunikacija i Kultura Online,,22174257,10,18-Jan,1/1/2019,10.18485/KKONLINE.2019.10.10.1,0,Univerzitet u Novom Sadu,Novi Sad,Serbia,Article,TRUE,10
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85088359699,“It is a thing that gives you…”: The lexeme thing as the serbian efl 'Teddy bear',Marković J.M.,Komunikacija i Kultura Online,,22174257,10,19-37,1/1/2019,10.18485/KKONLINE.2019.10.10.2,0,,,,Article,TRUE,10
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85088359505,Conceptual metaphors in teachers' strike discourse,Radić I.R.,Komunikacija i Kultura Online,,22174257,10,52-87,1/1/2019,10.18485/KKONLINE.2019.10.10.4,0,Univerzitet u Beogradu,Belgrade,Serbia,Article,TRUE,10
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058717147,"""I am my language"". Arabic language in english writing in Ahdaf Soueif's work",Guardi J.,Komunikacija i Kultura Online,,22174257,9,43-58,12/11/2018,10.18485/kkonline.2018.9.9.3,0,Università degli Studi di Macerata,Macerata,Italy,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058716643,Multimodal reading of music,Matović M.,Komunikacija i Kultura Online,,22174257,9,159-173,12/11/2018,10.18485/kkonline.2018.9.9.9,0,,,,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058716538,"Self-government: Necessary condition of personal development, efficient communication and good interpersonal relationships",Milivojević T.,Komunikacija i Kultura Online,,22174257,9,174-205,12/11/2018,10.18485/kkonline.2018.9.9.10,0,,,,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058711553,Portrayal of family in Ibsen's Ghosts and Cao Yu's Thunderstorm,Maksimović B.,Komunikacija i Kultura Online,,22174257,9,141-158,12/11/2018,10.18485/kkonline.2018.9.9.8,0,Univerzitet u Beogradu,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058710637,"""To move and keep pushing the targets"": Germany and Serbian state narrative on European integrations",Jovanović A.,Komunikacija i Kultura Online,,22174257,9,119-140,12/11/2018,10.18485/kkonline.2018.9.9.7,0,Univerzitet u Beogradu,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058707527,Uvodna reč,Dordević D.,Komunikacija i Kultura Online,,22174257,9,null,12/11/2018,,0,,,,Editorial,FALSE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058697210,The colour yellow and its immortal and mortal beauty,Stojanović M.,Komunikacija i Kultura Online,,22174257,9,262-276,12/11/2018,10.18485/kkonline.2018.9.9.14,0,University of Belgrade,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058692246,"Letters from equestria: Prosocial media, helping, and empathy in fans of my little pony",Plante C.,Komunikacija i Kultura Online,,22174257,9,206-220,12/11/2018,10.18485/kkonline.2018.9.9.11,0,MacEwan University,Edmonton,Canada,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058690488,Phraseological elements in contemporary advertising slogans in German,Srdić S.,Komunikacija i Kultura Online,,22174257,9,244-261,12/11/2018,10.18485/kkonline.2018.9.9.13,0,Univerzitet u Beogradu,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058689887,Internationalization of universities in France and Serbia and its impact on the improvement of teaching language for specific purposes,Cakeljić V.,Komunikacija i Kultura Online,,22174257,9,22-42,12/11/2018,10.18485/kkonline.2018.9.9.2,0,Fakultet Organizacionih Nauka,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058684285,Behind the closed doors: Domestic spaces in Wenceslao Ayguals de Izco,Jovanović S.,Komunikacija i Kultura Online,,22174257,9,76-91,12/11/2018,10.18485/kkonline.2018.9.9.5,0,Universidad Complutense de Madrid,Madrid,Spain,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058683222,The influence of dominant cognitive cultural models and values on invectives connected to the figure of mother in Swedish and Italian language,Hajdu D.,Komunikacija i Kultura Online,,22174257,9,59-75,12/11/2018,10.18485/kkonline.2018.9.9.4,0,Univerzitet u Beogradu,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058682428,Tourism discourse in language textbooks: A critical approach,Bori P.,Komunikacija i Kultura Online,,22174257,9,21-Jan,12/11/2018,10.18485/kkonline.2018.9.9.1,0,University of Belgrade,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058679527,City as a somewhere and a nowhere: Paul Auster's the New York Trilogy,Pršić J.,Komunikacija i Kultura Online,,22174257,9,221-243,12/11/2018,10.18485/kkonline.2018.9.9.12,0,Sports Academy,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058677544,Lexicographic competence of foreign language students,Tomović N.,Komunikacija i Kultura Online,,22174257,9,277-292,12/11/2018,10.18485/kkonline.2018.9.9.15,0,University of Belgrade,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058676929,Vredan doprinos proučavanju savremene arapske proze,Dordević D.,Komunikacija i Kultura Online,,22174257,9,298-302,12/11/2018,,0,Univerzitet u Beogradu,Belgrade,Serbia,Article,FALSE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058676118,Live text commentary in Spanish amongst the journalistic genres,Kovljanin S.,Komunikacija i Kultura Online,,22174257,9,92-118,12/11/2018,10.18485/kkonline.2018.9.9.6,0,Universidad de Belgrado,Belgrade,Serbia,Article,TRUE,9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
