search-results__entry__prism:url,title,author,publicationName,eIssn,Vol,issue,Pages,Date,Cited-by,university_affiliation,city,country,type,OA,issn
https://api.elsevier.com/content/abstract/scopus_id/85072925336,Scientific production and productivity for characterizing an author's publication history: Simple and nested Gini's and Hirsch's indexes combined,Zagonari F.,Publications,23046775,7,2,null,1/1/2019,0,Alma Mater Studiorum Università di Bologna,Bologna,Italy,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070786410,The economic impacts of open science: A rapid evidence assessment,Fell M.J.,Publications,23046775,7,3,null,1/1/2019,3,The Bartlett Faculty of the Built Environment,London,United Kingdom,Review,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070782435,DRAS-TIC linked data: Evenly distributing the past,Jansen G.,Publications,23046775,7,3,null,1/1/2019,0,University of Maryland,College Park,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070776998,Visually hypothesising in scientific paper writing: Confirming and refuting qualitative research hypotheses using diagrams,Chigbu U.E.,Publications,23046775,7,1,null,1/1/2019,1,Technical University of Munich,Munich,Germany,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070755590,"Contributorship, not authorship: Use credit to indicate who did what",Holcombe A.,Publications,23046775,7,3,null,1/1/2019,6,The University of Sydney,Sydney,Australia,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070750324,The DOAJ spring cleaning 2016 and what was removed-tragic loss or good riddance?,Frantsvåg J.E.,Publications,23046775,7,3,null,1/1/2019,3,UiT The Arctic University of Norway,Tromso,Norway,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070747940,"Open access routes dichotomy and opportunities: Consolidation, analysis and trends at the Spanish national research council",Baquero-Arribas M.,Publications,23046775,7,3,null,1/1/2019,0,Consejo Superior de Investigaciones Científicas,Madrid,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85069956421,Editorial: Publishing research internationally: Multilingual perspectives from research and practice,Cargill M.,Publications,23046775,7,3,null,1/1/2019,0,Universidad de la Laguna,San Cristobal de La Laguna,Spain,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068577147,What is an institutional repository to do? Implementing open access harvesting workflows,Smart R.,Publications,23046775,7,2,null,1/1/2019,1,Florida State University,Tallahassee,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063165262,Korean scholars' use of for-pay editors and perceptions of ethicality,Kim E.,Publications,23046775,7,1,null,1/1/2019,1,Andrews University,Berrien Springs,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063162411,"""Scientific writing for impact is a learned skill-it can be enhanced with training"": An interview with patrick o'connor",Li Y.,Publications,23046775,7,1,null,1/1/2019,3,The University of Hong Kong,Pokfulam,Hong Kong,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063161327,Preprints in scholarly communication: Re-imagining metrics and infrastructures,Balaji B.,Publications,23046775,7,1,null,1/1/2019,4,REVA University,Bengaluru,India,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063155138,Unaccompanied minors: Worldwide research perspectives,Salmerón-Manzano E.,Publications,23046775,7,1,null,1/1/2019,3,International University of La Rioja,Logrono,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063154883,Shakespeare and the English poets: The influence of native speaking English reviewers on the acceptance of journal articles,Strauss P.,Publications,23046775,7,1,null,1/1/2019,7,Auckland University of Technology,Auckland,New Zealand,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063152600,Quality issues of CRIS data: An exploratory investigation with universities from twelve countries,Azeroual O.,Publications,23046775,7,1,null,1/1/2019,8,German Centre for Higher Education Research and Science Studies (DZHW),Hannover,Germany,Article,TRUE,
,,,,,,,,,,Fachhochschule für Technik und Wirtschaft Berlin,Berlin,Germany,,,
,,,,,,,,,,Otto von Guericke University of Magdeburg,Magdeburg,Germany,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063150027,Opening and reusing transparent peer reviews with automatic article annotation,Sadeghi A.,Publications,23046775,7,1,null,1/1/2019,2,Fraunhofer Institute for Intelligent Analysis and Information Systems IAIS,Sankt Augustin,Germany,Article,TRUE,
,,,,,,,,,,Universität Bonn,Bonn,Germany,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063146230,Open access and the library,Oberländer A.,Publications,23046775,7,1,null,1/1/2019,0,Universität Konstanz,Konstanz,Germany,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063144973,Unexpected emails to submit your work: Spam or legitimate offers? The implications for novice English L2 writers,Soler J.,Publications,23046775,7,1,null,1/1/2019,3,Stockholms universitet,Stockholm,Sweden,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063143727,Citizen-scholars: Social media and the changing nature of scholarship,Chapman A.,Publications,23046775,7,1,null,1/1/2019,5,Michigan State University,East Lansing,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063138750,The ecosystem of repository migration,Hardesty J.,Publications,23046775,7,1,null,1/1/2019,1,Indiana University Libraries,Bloomington,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063137000,Who is (likely) peer-reviewing your papers? A partial insight into the world's top reviewers,Pomponi F.,Publications,23046775,7,1,null,1/1/2019,1,Edinburgh Napier University,Edinburgh,United Kingdom,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063135453,The institutional context of 'linguistic injustice': Norwegian social scientists and situated multilingualism,Nygaard L.,Publications,23046775,7,1,null,1/1/2019,2,"International Peace Research Institute, Oslo",Oslo,Norway,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063131595,"Seeking, reading, and use of scholarly articles: An international study of perceptions and behavior of researchers",Tenopir C.,Publications,23046775,7,1,null,1/1/2019,5,"The University of Tennessee, Knoxville",Knoxville,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063127885,Genre pedagogy and bilingual graduate students' academic writing,Morell T.,Publications,23046775,7,1,null,1/1/2019,2,Universitat d'Alacant,Alicante,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063127674,Acknowledgement to reviewers of publications in 2018,,Publications,23046775,7,1,null,1/1/2019,0,,,,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063125136,"Scientific landscape of citizen science publications: Dynamics, content and presence in social media",Bautista-Puig N.,Publications,23046775,7,1,null,1/1/2019,7,Universidad Carlos III de Madrid,Madrid,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063124741,Is there a social life in open data? The case of open data practices in educational technology research,Raffaghelli J.,Publications,23046775,7,1,null,1/1/2019,1,Universitat Oberta de Catalunya,Barcelona,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063124073,How efficiently do elite US universities produce highly cited papers?,Wohlrabe K.,Publications,23046775,7,1,null,1/1/2019,3,Münchener Gesellschaft zur Förderung der Wirtschaftswissenschaft - CESifo GmbH,Munich,Germany,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063123509,Labours of love and convenience: Dealing with community-supported knowledge in museums,Cossu S.,Publications,23046775,7,1,null,1/1/2019,0,The Getty,Los Angeles,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85062010210,Peer review of reviewers: The author's perspective,Drvenica I.,Publications,23046775,7,1,null,1/1/2019,2,Institute of Medical Research Yugoslavia Serbia,Belgrade,Serbia,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058715051,An exploration of the sub-register of chemical engineering research papers published in English,Zacharof M.P.,Publications,23046775,6,3,null,9/1/2018,0,Swansea University Medical School,Swansea,United Kingdom,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058710188,Research support services in Spanish academic libraries: An analysis of their strategic plans and of an Opinion survey administered to their directors,Borrego Á.,Publications,23046775,6,4,null,9/1/2018,0,Universitat de Barcelona,Barcelona,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058709905,Communicating science through comics: A method,Friesen J.,Publications,23046775,6,3,null,9/1/2018,5,Berlin-Brandenburg Academy of Sciences and Humanities,Berlin,Germany,Article,TRUE,
,,,,,,,,,,Helmholtz Zentrum für Umweltforschung,Leipzig,Germany,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058709575,Journals that rise from the fourth quartile to the first quartile in six years or less: Mechanisms of change and the role of journal self-citations,Campanario J.M.,Publications,23046775,6,4,null,9/1/2018,1,Universidad de Alcala,Alcala de Henares,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058706522,Grades of openness: Open and closed articles in Norway,Mikki S.,Publications,23046775,6,4,null,9/1/2018,4,Universitetet i Bergen,Bergen,Norway,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058703725,Women's Studies in the Muslim world: A bibliometric perspective,Arik E.,Publications,23046775,6,4,null,9/1/2018,0,Purdue University,West Lafayette,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058702936,A data-driven critical review of second language acquisition in the past 30 years,Chen M.L.,Publications,23046775,6,3,null,9/1/2018,0,Chang Jung Christian University,Tainan,Taiwan,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058702513,The evolution of the concept of semantic web in the context of wikipedia: An exploratory approach to study the collective conceptualization in a digital collaborative environment,Machado L.,Publications,23046775,6,4,null,9/1/2018,0,Universidade de Coimbra,Coimbra,Portugal,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058701909,Against storytelling-The new paradigm of scientific publishing,Weilenmann A.,Publications,23046775,6,4,null,9/1/2018,0,Library and Information Management,Schaffhausen,Switzerland,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058699470,A bibliometric analysis of Cannabis publications: Six decades of research and a gap on studies with the plant,Matielo C.,Publications,23046775,6,4,null,9/1/2018,1,Universidade Federal do Pampa,Bage,Brazil,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058695650,Use of twitter in Spanish communication journals,Tur-Viñes V.,Publications,23046775,6,3,null,9/1/2018,0,Universitat d'Alacant,Alicante,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058694021,Scientific communication-A vision for tomorrow,Weilenmann A.,Publications,23046775,6,4,null,9/1/2018,2,Library and Information Management,Schaffhausen,Switzerland,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058693869,"The UK Scholarly Communication Licence: Attempting to cut through the Gordian knot of the complexities of funder mandates, publisher embargoes and researcher caution in achieving open access",Baldwin J.,Publications,23046775,6,3,null,9/1/2018,0,University of Nottingham,Nottingham,United Kingdom,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058692908,A correlation analysis of normalized indicators of citation,Kochetkov D.,Publications,23046775,6,3,null,9/1/2018,0,RUDN University,Moscow,Russian Federation,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058689842,Ethical concerns in the rise of co-authorship and its role as a proxy of research collaborations,Kumar S.,Publications,23046775,6,3,null,9/1/2018,7,University of Malaya,Kuala Lumpur,Malaysia,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058683680,"Correction: Persistent citation of the only published randomized controlled trial of omega-3 supplementation in chronic obstructive pulmonary disease six years after its retraction [Chin. J. Clin. Nutr., 19, (2011), (400-403)]doi 10.3390/publications3010017",Fulton A.,Publications,23046775,6,3,null,9/1/2018,0,University of South Australia,Adelaide,Australia,Erratum,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058680825,Developing a business plan for a library publishing program,McCready K.,Publications,23046775,6,4,null,9/1/2018,0,University of Minnesota Twin Cities,Minneapolis,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058680264,Planning for academic publishing after retirement,Donovan S.,Publications,23046775,6,4,null,9/1/2018,0,Naturalis Biodiversity Center,Leiden,Netherlands,Editorial,TRUE,
,,,,,,,,,,University of New Brunswick,Fredericton,Canada,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058675101,A bridge between society and universities: A documentary analysis of science shops,De Filippo D.,Publications,23046775,6,3,null,9/1/2018,1,Universidad Carlos III de Madrid,Madrid,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058167887,A scientometric study of neurocomputing publications (1992-2018): An aerial overview of intrinsic structure,Janmaijaya M.,Publications,23046775,6,3,null,9/1/2018,8,South Asian University,New Delhi,India,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85055320430,Open access in vocational education and training research,Langenkamp K.,Publications,23046775,6,3,null,9/1/2018,2,Federal Institute for Vocational Education and Training,Bonn,Germany,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048940471,Getting scientists ready for open access: The approaches of Forschungszentrum Jülich,Arndt T.,Publications,23046775,6,2,null,6/1/2018,1,Forschungszentrum Jülich (FZJ),Jülich,Germany,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048940395,"""As-you-go"" instead of ""after-the-fact"": A network approach to scholarly communication and evaluation",Hartgerink C.,Publications,23046775,6,2,null,6/1/2018,6,Mozilla Foundation,Mountain View,United States,Article,TRUE,
,,,,,,,,,,Tilburg University,Tilburg,Netherlands,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048938833,Supporting Open Access at Kent-New staff roles,Bass R.,Publications,23046775,6,2,null,6/1/2018,2,University of Kent,Canterbury,United Kingdom,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048938667,Enhancing institutional publication data using emergent open science services,Walters D.,Publications,23046775,6,2,null,6/1/2018,2,Brunel University London,Uxbridge,United Kingdom,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048938411,Open science support as a portfolio of services and projects: From awareness to engagement,Schmidt B.,Publications,23046775,6,2,null,6/1/2018,3,Universität Göttingen,Gottingen,Germany,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048936235,Publish and who should perish: You or science?,Kun Á.,Publications,23046775,6,2,null,6/1/2018,8,Parmenides Foundation,Munich,Germany,Article,TRUE,
,,,,,,,,,,MTA-ELTE Egerváry Research Group,Budapest,Hungary,,,
,,,,,,,,,,Magyar Tudomanyos Akademia,Budapest,Hungary,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048935009,Publish in English or perish in Portuguese: Struggles and constraints on the semiperiphery,Solovova O.,Publications,23046775,6,2,null,6/1/2018,8,"University of Coimbra, Centre for Social Studies",Coimbra,Portugal,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048934177,Beyond plagiarism: Scientific ethics and its other aspects,Baykoucheva S.,Publications,23046775,6,2,null,6/1/2018,0,University of Maryland,College Park,United States,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048932911,Converting the literature of a scientific field to open access through global collaboration: The experience of SCOAP3 in particle physics,Kohls A.,Publications,23046775,6,2,null,6/1/2018,2,European Organization for Nuclear Research,Geneva,Switzerland,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048930925,"Exploring the hjif-index, an analogue to the h-like index for Journal Impact Factors",Cabos W.,Publications,23046775,6,2,null,6/1/2018,0,Universidad de Alcala,Alcala de Henares,Spain,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048930779,Library-mediated deposit: A gift to researchers or a curse on open access? Reflections from the case of Surrey,Daoutis C.,Publications,23046775,6,2,null,6/1/2018,2,University of Surrey,Guildford,United Kingdom,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048930731,Utilisation of library information resources among generation Z students: Facts and fiction,Salubi O.G.,Publications,23046775,6,2,null,6/1/2018,3,University of Fort Hare,Alice,South Africa,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048929631,A case study for a new peer-review journal on Race and Ethnicity in American Higher Education,Salinas C.,Publications,23046775,6,2,null,6/1/2018,0,Florida Atlantic University,Boca Raton,United States,Article,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048929470,Editorial-transitioning Publications to open peer review,Ross-Hellauer T.,Publications,23046775,6,2,null,6/1/2018,0,"Know-Center, Graz",Graz,Austria,Editorial,TRUE,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
